"Invoice {0} created successfully!","Facture {0} créée avec succès !",""
"Item: {0}","Article : {0}",""
"Maximum cart value exceeded ({0})","Valeur maximale du panier dépassée ({0})",""
"Maximum {0} items allowed for this offer","Maximum {0} articles autorisés pour cette offre",""
"Message: {0}","Message : {0}",""
"Minimum cart value of {0} required","Valeur minimale du panier de {0} requise",""
"No pending invoices to sync","Aucune facture en attente à synchroniser",""
"Opening Balance (Optional)","Solde d'ouverture (Facultatif)",""
"Over {0}","Excédent {0}",""
"POS Profile: {0}","Profil PDV : {0}",""
"Promotion saved successfully","Promotion enregistrée avec succès",""
"Remove all {0} items from cart?","Supprimer tous les {0} articles du panier ?",""
"Return invoice {0} created successfully","Facture de retour {0} créée avec succès",""
"Search by email: {0}","Rechercher par e-mail : {0}",""
"Search by phone: {0}","Rechercher par téléphone : {0}",""
"Shift Open","Équipe ouverte",""
"Short {0}","Manque {0}",""
"Sign in","Se connecter",""
"Sign out","Se déconnecter",""
"Signing out...","Déconnexion...",""
"Status: {0}","Statut : {0}",""
"Switched to {0}. Stock quantities refreshed.","Basculé vers {0}. Quantités de stock actualisées.",""
"Technical: {0}","Technique : {0}",""
"Timestamp: {0}","Horodatage : {0}",""
"Title: {0}","Titre : {0}",""
"Total: {0}","Total : {0}",""
"Type: {0}","Type : {0}",""
"Unit changed to {0}","Unité changée en {0}",""
"Until {0}","Jusqu'à {0}",""
"User: {0}","Utilisateur : {0}",""
"View cart with {0} items","Voir le panier avec {0} articles",""
"Warehouse updated but failed to reload stock. Please refresh manually.","Entrepôt mis à jour mais échec du rechargement du stock. Veuillez actualiser manuellement.",""
"Welcome to POS Next!","Bienvenue sur POS Next !",""
"You have an open shift. Would you like to resume it or close it and open a new one?","Vous avez une équipe ouverte. Souhaitez-vous la reprendre ou la fermer et en ouvrir une nouvelle ?",""
"Your cart doesn","Votre panier ne",""
"{0} ({1}) added to cart","{0} ({1}) ajouté au panier",""
"{0} added to cart","{0} ajouté au panier",""
"{0} applied successfully","{0} appliqué avec succès",""
"{0} created and selected","{0} créé et sélectionné",""
"{0} invoice(s) failed to sync","{0} facture(s) ont échoué à se synchroniser",""
"{0} invoice(s) synced successfully","{0} facture(s) synchronisée(s) avec succès",""
"{0} invoices","{0} factures",""
"{0} selected","{0} sélectionné",""
"{0} settings applied immediately","Paramètres {0} appliqués immédiatement",""
"{0} transactions • {1}","{0} transactions • {1}",""
"{0} updated successfully","{0} mis à jour avec succès",""
"{0}h {1}m","{0}h {1}m",""
"{0}m","{0}m",""
"✓ Connection successful: {0}","✓ Connexion réussie : {0}",""
"✗ Connection failed: {0}","✗ Échec de la connexion : {0}",""
"Manage all your invoices in one place","Gérer toutes vos factures en un seul endroit",""
"All ({0})","Tous ({0})",""
"Promotions","Promotions",""
"Search serial numbers...","Rechercher des numéros de série...",""
"Loading serial numbers...","Chargement des numéros de série...",""
"No serial numbers available","Aucun numéro de série disponible",""
"No serial numbers match your search","Aucun numéro de série ne correspond à votre recherche",""
"Serial Numbers","Numéros de série",""
"Cannot remove last serial","Impossible de supprimer le dernier numéro de série",""
"Remove serial","Supprimer le numéro de série",""
"Serial No:","Numéro de série :",""
"Click to edit serials","Cliquer pour modifier les numéros de série",""
"Edit serials","Modifier les numéros de série",""
"serials","numéros de série",""
"Stock Lookup","Recherche de stock",""
"Search for item availability across all warehouses","Rechercher la disponibilité d'articles dans tous les entrepôts",""
"Search for items across warehouses","Rechercher des articles dans les entrepôts",""
"Type to search items...","Tapez pour rechercher des articles...",""
"Search by item name, code, or scan barcode","Rechercher par nom d'article, code ou scanner le code-barres",""
"No items found for \"{0}\"","Aucun article trouvé pour \"{0}\"",""
"Try a different search term","Essayez un autre terme de recherche",""
"Search Again","Rechercher à nouveau",""
"Search for an item","Rechercher un article",""
"Start typing to see suggestions","Commencez à taper pour voir les suggestions",""
"Navigate","Naviguer",""
"Enter","Entrée",""
"Esc","Échap",""
"Total Available","Total disponible",""
"in 1 warehouse","dans 1 entrepôt",""
"in {0} warehouses","dans {0} entrepôts",""
"{0} reserved","{0} réservé",""
"Actual Stock","Stock réel",""
"This item is out of stock in all warehouses","Cet article est en rupture de stock dans tous les entrepôts",""
"Failed to load warehouse availability","Échec du chargement de la disponibilité en entrepôt",""
"Close dialog","Fermer la fenêtre",""
"Clear search","Effacer la recherche",""
"Click to view availability in other warehouses","Cliquer pour voir la disponibilité dans d'autres entrepôts",""
"Welcome to BZKPOS","Bienvenue sur BZKPOS",""
"Sign in to BZKPOS","Se connecter à BZKPOS",""
"You will be logged out of BZKPOS","Vous serez déconnecté de BZKPOS",""
"Are you sure you want to sign out of BZKPOS?","Êtes-vous sûr de vouloir vous déconnecter de BZKPOS ?",""
"Powered by","Propulsé par",""
